STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,material,Materials,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2010,,11.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2011,,11.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2012,,10.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2013,,9.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2014,,11.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2015,,12.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2016,,12.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2017,,14.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2018,,14,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2019,,14.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2020,,12.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2021,,13.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2000,,28.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2001,,27.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2002,,27.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2003,,29.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2004,,28.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2005,,26.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2006,,27.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2007,,26.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2008,,27.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2009,,26.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2010,,27.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2011,,26.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2012,,26.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2013,,24.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2014,,25.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2015,,25.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2016,,26.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2017,,25.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2018,,26.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2019,,25,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2020,,23.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2021,,23.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2022,,24.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SE,Sweden,2023,,23.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2000,,28.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2001,,32.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2002,,31.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2003,,32.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2004,,34.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2005,,32.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2006,,32.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2007,,36.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2008,,37.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2009,,35.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2010,,37.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2011,,40.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2012,,43.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2013,,44.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2014,,42.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2015,,44.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2016,,47.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2017,,47.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2018,,46.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2019,,48,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2020,,46.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2021,,45.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2022,,46.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SI,Slovenia,2023,,41.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2000,,40.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2001,,40.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2002,,39.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2003,,41.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2004,,41.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2005,,38,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2006,,40.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2007,,42.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2008,,38.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2009,,38.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2010,,42.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2011,,41.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2012,,44.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2013,,45.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2014,,42,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2015,,42.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2016,,42.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2017,,42.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2018,,43,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2019,,44,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2020,,42.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2021,,45.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2022,,45.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,SK,Slovakia,2023,,43.3,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2000,,13.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2001,,12.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2002,,16.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2003,,17.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2004,,17.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2005,,15.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2006,,15.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2007,,16.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2008,,15.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2009,,15.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2010,,14.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2011,,14.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2012,,17.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2013,,17.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2014,,15.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2015,,17.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2016,,18.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2017,,19.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2018,,19.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2019,,21.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2020,,12.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2021,,20.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,TR,Türkiye,2022,,20.4,,,,,
